reporting_name	query_name	uti	total_mr_pub_count	
Mycobacterium virus D29	Mycobacterium virus D29	0	0	
Virgibacillus siamensis	Virgibacillus siamensis	0	0	
Micromonospora marina	Micromonospora marina	0	0	
Achiote virus	Achiote virus	0	0	
Changping Tick Virus 2	Changping Tick Virus 2	0	0	
Tobacco mosaic virus	Tobacco mosaic virus	0	0	
Wiseana iridescent virus	Wiseana iridescent virus	0	0	
Common bean severe mosaic virus	Common bean severe mosaic virus	0	0	
Picornavirales	Picornavirales	0	0	
Chloris striate mosaic virus	Chloris striate mosaic virus	0	0	
Cutaneotrichosporon oleaginosum	Cutaneotrichosporon oleaginosum	0	0	
Propionibacterium phage PHL117M01	Propionibacterium phage PHL117M01	0	0	
Streptococcus phage IPP63	Streptococcus phage IPP63	0	0	
Umbilicaria rossica	Umbilicaria rossica	0	0	
Armigeres subalbatus virus	Armigeres subalbatus virus	0	0	
Escherichia virus JMPW1	Escherichia virus JMPW1	0	0	
Nitrosomonas cryotolerans	Nitrosomonas cryotolerans	0	0	
Caligus rogercresseyi rhabdovirus	Caligus rogercresseyi rhabdovirus	0	0	
Xanthomonas translucens	Xanthomonas translucens	0	0	
Barns Ness breadcrumb sponge weivirus-like virus 5	Barns Ness breadcrumb sponge weivirus-like virus 5	0	0	
Shahe narna-like virus 2	Shahe narna-like virus 2	0	0	
Swine pneumovirus	Swine pneumovirus	0	0	
Ulospora bilgramii	Ulospora bilgramii	0	0	
Musca hytrovirus	Musca hytrovirus	0	0	
Enterovirus A90	Enterovirus A90	0	0	
Sida golden mosaic Costa Rica virus	Sida golden mosaic Costa Rica virus	0	0	
Veluticeps ambigua	Veluticeps ambigua	0	0	
Sanguibacter keddieii	Sanguibacter keddieii	0	0	
Sediminibacillus massiliensis	Sediminibacillus massiliensis	0	0	
Shewanella gaetbuli	Shewanella gaetbuli	0	0	
Teschovirus	Teschovirus	0	0	
Tetrasphaera jenkinsii	Tetrasphaera jenkinsii	0	0	
Trypanosoma godfreyi	Trypanosoma godfreyi	0	0	
Leuconostoc phage phiLN25	Leuconostoc phage phiLN25	0	0	
Mycobacterium virus Che12	Mycobacterium virus Che12	0	0	
Janibacter indicus	Janibacter indicus	0	0	
Lentomitella crinigera	Lentomitella crinigera	0	0	
Escherichia virus SSL2009a	Escherichia virus SSL2009a	0	0	
Drosophila C virus	Drosophila C virus	0	0	
Oita ledantevirus	Oita ledantevirus	0	0	
Pseudomonas sabulinigri	Pseudomonas sabulinigri	0	0	
Rhopapillomavirus	Rhopapillomavirus	0	0	
Streptococcus phage IPP31	Streptococcus phage IPP31	0	0	
Nitrobacteria iranicum	Nitrobacteria iranicum	0	0	
Candida entomophila	Candida entomophila	0	0	
Discula destructiva virus 1	Discula destructiva virus 1	0	0	
Sporodiniella umbellata	Sporodiniella umbellata	0	0	
Enterocytozoon bieneusi	Enterocytozoon bieneusi	7	7	
Tenacibaculum sediminilitoris	Tenacibaculum sediminilitoris	0	0	
Yersinia mollaretii	Yersinia mollaretii	0	0	
Lactococcus phage 50901	Lactococcus phage 50901	0	0	
Arthrobacter parietis	Arthrobacter parietis	0	0	
Beihai picorna-like virus 123	Beihai picorna-like virus 123	0	0	
Caldicoprobacter guelmensis	Caldicoprobacter guelmensis	0	0	
Litorilinea aerophila	Litorilinea aerophila	0	0	
Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	0	0	
Pannoparmelia angustata	Pannoparmelia angustata	0	0	
Sophora alopecuroides yellow stunt alphasatellite 6	Sophora alopecuroides yellow stunt alphasatellite 6	0	0	
Porcine torovirus	Porcine torovirus	0	0	
Pseudomonas kilonensis	Pseudomonas kilonensis	0	0	
Trichomonas vaginalis	Trichomonas vaginalis	513	513	
California sea lion adenovirus 1	California sea lion adenovirus 1	0	0	
Maribacter sedimenticola	Maribacter sedimenticola	0	0	
Vibrio phage 1.225.O._10N.261.48.B7	Vibrio phage 1.225.O._10N.261.48.B7	0	0	
Asian seabass Nervous Necrosis Virus	Asian seabass Nervous Necrosis Virus	0	0	
Aeromonas piscicola	Aeromonas piscicola	0	0	
Acinetobacter defluvii	Acinetobacter defluvii	0	0	
Aneurinibacillus sediminis	Aneurinibacillus sediminis	0	0	
Flavobacterium fluvii	Flavobacterium fluvii	0	0	
Wheat yellow mosaic virus	Wheat yellow mosaic virus	0	0	
Mycobacterium phage Gardann	Mycobacterium phage Gardann	0	0	
Bacillus taeanensis	Bacillus taeanensis	0	0	
Human enterovirus	Human enterovirus	0	0	
Megabirnavirus	Megabirnavirus	0	0	
Pectobacterium phage DU_PP_I	Pectobacterium phage DU_PP_I	0	0	
Vibrio virus fs1	Vibrio virus fs1	0	0	
Methylomicrobium album	Methylomicrobium album	0	0	
Hoeflea alexandrii	Hoeflea alexandrii	0	0	
Amblyomma rotundatum	Amblyomma rotundatum	0	0	
Lactococcus phage 4R16L2	Lactococcus phage 4R16L2	0	0	
Pedobacter huanghensis	Pedobacter huanghensis	0	0	
Flavobacterium phage VK48	Flavobacterium phage VK48	0	0	
Hubei picorna-like virus 33	Hubei picorna-like virus 33	0	0	
Leptospira broomii	Leptospira broomii	0	0	
Mycoplasma vulturii	Mycoplasma vulturii	0	0	
Gordonia jacobaea	Gordonia jacobaea	0	0	
Escherichia virus Rtp	Escherichia virus Rtp	0	0	
Bandicoot papillomatosis carcinomatosis virus type 1	Bandicoot papillomatosis carcinomatosis virus type 1	0	0	
Caballeronia humi	Caballeronia humi	0	0	
Honeysuckle yellow vein Kagoshima virus	Honeysuckle yellow vein Kagoshima virus	0	0	
Mesorhizobium sediminum	Mesorhizobium sediminum	0	0	
Kribbella italica	Kribbella italica	0	0	
Sporobolomyces roseus	Sporobolomyces roseus	0	0	
Vibrio phage 1.072.O._10N.286.48.A12	Vibrio phage 1.072.O._10N.286.48.A12	0	0	
Streptococcus massiliensis	Streptococcus massiliensis	0	0	
Streptomyces viridifaciens	Streptomyces viridifaciens	0	0	
Human metapneumovirus	Human metapneumovirus	4	4	
Candida buinensis (Yamadazyma buinensis)	(Candida buinensis) OR (Yamadazyma buinensis)	0	0	
Aspergillus amstelodami	Aspergillus amstelodami	0	0	
Lactococcus virus CB14	Lactococcus virus CB14	0	0	
Dokdonia diaphoros	Dokdonia diaphoros	0	0	
Brucella phage 281_19	Brucella phage 281_19	0	0	
Canary bornavirus 3	Canary bornavirus 3	0	0	
Cryomyces minteri	Cryomyces minteri	0	0	
Fowl aviadenovirus D	Fowl aviadenovirus D	0	0	
Knoellia sinensis	Knoellia sinensis	0	0	
Mycobacterium virus Godines	Mycobacterium virus Godines	0	0	
Postia rennyi	Postia rennyi	0	0	
Actinocorallia aurantiaca	Actinocorallia aurantiaca	0	0	
Clostridium senegalense	Clostridium senegalense	0	0	
Norovirus (untyped)	Norovirus (untyped)	0	0	
Enterococcus silesiacus	Enterococcus silesiacus	0	0	
Kluyvera virus Kvp1	Kluyvera virus Kvp1	0	0	
Pelagicola litorisediminis	Pelagicola litorisediminis	0	0	
Sarcocystis bovifelis	Sarcocystis bovifelis	0	0	
Changjiang picorna-like virus 6	Changjiang picorna-like virus 6	0	0	
Aneurinibacillus tyrosinisolvens	Aneurinibacillus tyrosinisolvens	0	0	
Caenibacillus caldisaponilyticus	Caenibacillus caldisaponilyticus	0	0	
Gonapodya prolifera	Gonapodya prolifera	0	0	
Ground squirrel hepatitis virus	Ground squirrel hepatitis virus	0	0	
Hepacivirus M	Hepacivirus M	0	0	
Otidea bufonia	Otidea bufonia	0	0	
Shahe heteroptera virus 1	Shahe heteroptera virus 1	0	0	
Vp5virus	Vp5virus	0	0	
Brachyspira intermedia	Brachyspira intermedia	0	0	
Hubei diptera virus 5	Hubei diptera virus 5	0	0	
Streptococcus constellatus	Streptococcus constellatus	5	5	
Aphis glycines virus 2	Aphis glycines virus 2	0	0	
Jeotgalibacillus campisalis	Jeotgalibacillus campisalis	0	0	
Psychrobacter piscidermidis	Psychrobacter piscidermidis	0	0	
Roseburia intestinalis	Roseburia intestinalis	0	0	
Synedrella leaf curl alphasatellite	Synedrella leaf curl alphasatellite	0	0	
Asanoa endophytica	Asanoa endophytica	0	0	
Dragonfly larvae associated circular virus-4	Dragonfly larvae associated circular virus-4	0	0	
Pigmentiphaga litoralis	Pigmentiphaga litoralis	0	0	
Pseudomonas pachastrellae	Pseudomonas pachastrellae	0	0	
Bacillus phage QCM11	Bacillus phage QCM11	0	0	
Lactobacillus kisonensis	Lactobacillus kisonensis	0	0	
Micromonospora harpali	Micromonospora harpali	0	0	
Spodoptera frugiperda rhabdovirus	Spodoptera frugiperda rhabdovirus	0	0	
Streptomyces griseostramineus	Streptomyces griseostramineus	0	0	
Streptomyces phage Picard	Streptomyces phage Picard	0	0	
Klebsiella virus vB_KpnM_KpS110	Klebsiella virus vB_KpnM_KpS110	0	0	
Xanthomendoza trachyphylla	Xanthomendoza trachyphylla	0	0	
Yersinia phage fPS-53	Yersinia phage fPS-53	0	0	
Thermoanaerobacter pentosaceus	Thermoanaerobacter pentosaceus	0	0	
Ornithinibacillus massiliensis	Ornithinibacillus massiliensis	0	0	
Phanerochaete brunnea	Phanerochaete brunnea	0	0	
Cordyceps pleuricapitata	Cordyceps pleuricapitata	0	0	
Moorella perchloratireducens	Moorella perchloratireducens	0	0	
Streptococcus devriesei	Streptococcus devriesei	0	0	
Sugarcane bacilliform Guadeloupe A virus	Sugarcane bacilliform Guadeloupe A virus	0	0	
Lactobacillus taiwanensis	Lactobacillus taiwanensis	0	0	
Kompsoscypha chudei	Kompsoscypha chudei	0	0	
Barssia oregonensis	Barssia oregonensis	0	0	
Chiropteran tetraparvovirus 1	Chiropteran tetraparvovirus 1	0	0	
Dipsacomyces acuminosporus	Dipsacomyces acuminosporus	0	0	
Escherichia virus Talmos	Escherichia virus Talmos	0	0	
Human mastadenovirus B	Human mastadenovirus B	0	0	
Mucilaginibacter gynuensis	Mucilaginibacter gynuensis	0	0	
Megabat bufavirus 1	Megabat bufavirus 1	0	0	
Labrys portucalensis	Labrys portucalensis	0	0	
Microascus trigonosporus (Scopulariopsis trigonospora)	(Microascus trigonosporus) OR (Scopulariopsis trigonospora)	0	0	
Rhodobacter phage RcapNL	Rhodobacter phage RcapNL	0	0	
Salmonella phage St162	Salmonella phage St162	0	0	
Tepidimonas taiwanensis	Tepidimonas taiwanensis	0	0	
Boerhavia yellow spot virus	Boerhavia yellow spot virus	0	0	
Clostridium phoceensis	Clostridium phoceensis	0	0	
Leptonychotes weddellii papillomavirus 3	Leptonychotes weddellii papillomavirus 3	0	0	
Pholiotina filaris	Pholiotina filaris	0	0	
Prochlorococcus phage P-TIM68	Prochlorococcus phage P-TIM68	0	0	
Puccinia menthae	Puccinia menthae	0	0	
Achromobacter deleyi	Achromobacter deleyi	0	0	
Arthrobacter luteolus	Arthrobacter luteolus	0	0	
Caldicellulosiruptor hydrothermalis	Caldicellulosiruptor hydrothermalis	0	0	
Grapevine associated chrysovirus-1	Grapevine associated chrysovirus-1	0	0	
Lactobacillus mindensis	Lactobacillus mindensis	0	0	
Aureicoccus marinus	Aureicoccus marinus	0	0	
Canna yellow mottle virus	Canna yellow mottle virus	0	0	
Mycobacterium phage ZenTime222	Mycobacterium phage ZenTime222	0	0	
Nucleophaga terricolae	Nucleophaga terricolae	0	0	
Rickettsia felis	Rickettsia felis	0	0	
Corfou virus	Corfou virus	0	0	
Klebsiella phage vB_KpnP_BIS33	Klebsiella phage vB_KpnP_BIS33	0	0	
Micromonospora brunnescens	Micromonospora brunnescens	0	0	
Beihai noda-like virus 6	Beihai noda-like virus 6	0	0	
Tropicimonas isoalkanivorans	Tropicimonas isoalkanivorans	0	0	
Sulfurovum aggregans	Sulfurovum aggregans	0	0	
Corynebacterium glucuronolyticum	Corynebacterium glucuronolyticum	7	7	
Listeria innocua	Listeria innocua	1	1	
Mycoplasma spumans	Mycoplasma spumans	1	1	
Gigaspora margarita mitovirus 2	Gigaspora margarita mitovirus 2	0	0	
Bifidobacterium thermacidophilum	Bifidobacterium thermacidophilum	0	0	
Escherichia virus CC31	Escherichia virus CC31	0	0	
Methylobacter tundripaludum	Methylobacter tundripaludum	0	0	
Tomato leaf curl Yunnan virus	Tomato leaf curl Yunnan virus	0	0	
Pseudovibrio axinellae	Pseudovibrio axinellae	0	0	
Smittium culicisoides	Smittium culicisoides	0	0	
Squirrelpox virus	Squirrelpox virus	0	0	
Staphylococcus phage phiJB	Staphylococcus phage phiJB	0	0	
Vibrio phage ICP3_2009_A	Vibrio phage ICP3_2009_A	0	0	
Cytospora sacchari RNA virus	Cytospora sacchari RNA virus	0	0	
Drosophila-associated Partitiviridae-like 5	Drosophila-associated Partitiviridae-like 5	0	0	
Kribbella sandramycini	Kribbella sandramycini	0	0	
Escherichia phage vB_EcoM-VpaE1	Escherichia phage vB_EcoM-VpaE1	0	0	
Paramecium bursaria Chlorella virus KS1B	Paramecium bursaria Chlorella virus KS1B	0	0	
Thiolinea disciformis	Thiolinea disciformis	0	0	
Mycobacterium virus DeadP	Mycobacterium virus DeadP	0	0	
Beet necrotic yellow vein virus	Beet necrotic yellow vein virus	0	0	
Cyamopsis tetragonoloba leaf curl virus	Cyamopsis tetragonoloba leaf curl virus	0	0	
Mycobacterium virus Charlie	Mycobacterium virus Charlie	0	0	
Deer faeces associated circular DNA virus 1	Deer faeces associated circular DNA virus 1	0	0	
Kutzneria chonburiensis	Kutzneria chonburiensis	0	0	
Paenibacillus terreus	Paenibacillus terreus	0	0	
Saccharibacillus qingshengii	Saccharibacillus qingshengii	0	0	
Gymnoderma coccocarpum	Gymnoderma coccocarpum	0	0	
Zucchini lethal chlorosis orthotospovirus	Zucchini lethal chlorosis orthotospovirus	0	0	
Gammalipothrixvirus	Gammalipothrixvirus	0	0	
Cystoisospora felis	Cystoisospora felis	0	0	
Phaselicystis flava	Phaselicystis flava	0	0	
Pseudoalteromonas phage PHS3	Pseudoalteromonas phage PHS3	0	0	
Stereopsis globosa	Stereopsis globosa	0	0	
Sturnira lilium polyomavirus 1	Sturnira lilium polyomavirus 1	0	0	
Yersinia phage fPS-9	Yersinia phage fPS-9	0	0	
Escherichia phage slur04	Escherichia phage slur04	0	0	
Joinjakaka hapavirus	Joinjakaka hapavirus	0	0	
Mamastrovirus 10	Mamastrovirus 10	0	0	
Mycobacterium phage Taj	Mycobacterium phage Taj	0	0	
Thioalkalispira microaerophila	Thioalkalispira microaerophila	0	0	
Mycobacterium virus Brujita	Mycobacterium virus Brujita	0	0	
Caballeronia glathei	Caballeronia glathei	0	0	
Klebsiella phage K5-4	Klebsiella phage K5-4	0	0	
Lactococcus phage P092	Lactococcus phage P092	0	0	
Tomato crinkle yellow leaf virus	Tomato crinkle yellow leaf virus	0	0	
Zaire ebolavirus	Zaire ebolavirus	1	1	
Pedobacter mendelii	Pedobacter mendelii	0	0	
Lactococcus phage 4R15L	Lactococcus phage 4R15L	0	0	
Bartonella capreoli	Bartonella capreoli	0	0	
Escherichia virus JS09	Escherichia virus JS09	0	0	
Spiroplasma gladiatoris	Spiroplasma gladiatoris	0	0	
Betaguttavirus	Betaguttavirus	0	0	
Carnimonas nigrificans	Carnimonas nigrificans	0	0	
Streptomyces intermedius	Streptomyces intermedius	0	0	
Streptomyces odorifer	Streptomyces odorifer	0	0	
Thermostaphylospora chromogena	Thermostaphylospora chromogena	0	0	
Mycobacterium phage Wile	Mycobacterium phage Wile	0	0	
Olivibacter sitiensis	Olivibacter sitiensis	0	0	
Pseudoalteromonas phage pYD6-A	Pseudoalteromonas phage pYD6-A	0	0	
Rhodococcus phage TWAMP	Rhodococcus phage TWAMP	0	0	
Spiroplasma virus SpV4	Spiroplasma virus SpV4	0	0	
Paecilomyces niphetodes	Paecilomyces niphetodes	0	0	
Phomopsis longicolla RNA virus 1	Phomopsis longicolla RNA virus 1	0	0	
Melaminivora alkalimesophila	Melaminivora alkalimesophila	0	0	
Brevibacterium senegalense	Brevibacterium senegalense	0	0	
Bipolaris victoriae	Bipolaris victoriae	0	0	
Hartmannibacter diazotrophicus	Hartmannibacter diazotrophicus	0	0	
Tremiscus helvelloides	Tremiscus helvelloides	0	0	
Aeromonas phage phiARM81mr	Aeromonas phage phiARM81mr	0	0	
Bacillus galliciensis	Bacillus galliciensis	0	0	
Perina nuda virus	Perina nuda virus	0	0	
Saccharothrix ecbatanensis	Saccharothrix ecbatanensis	0	0	
Streptococcus phage 611 PZ-2009	Streptococcus phage 611 PZ-2009	0	0	
Striped Jack nervous necrosis virus	Striped Jack nervous necrosis virus	0	0	
Xanthomendoza fulva	Xanthomendoza fulva	0	0	
Flagellimonas pacifica	Flagellimonas pacifica	0	0	
Bacillus toyonensis	Bacillus toyonensis	0	0	
Cryptosporangium mongoliense	Cryptosporangium mongoliense	0	0	
Streptococcus phage 315.1	Streptococcus phage 315.1	0	0	
Bacillus dakarensis	Bacillus dakarensis	0	0	
Pseudomonas lundensis	Pseudomonas lundensis	0	0	
Mycobacterium phage LinStu	Mycobacterium phage LinStu	0	0	
Wenling crustacean virus 15	Wenling crustacean virus 15	0	0	
Stackebrandtia cavernae	Stackebrandtia cavernae	0	0	
Tomato leaf curl Gujarat virus	Tomato leaf curl Gujarat virus	0	0	
Lake Sarah-associated circular virus-40	Lake Sarah-associated circular virus-40	0	0	
Acidimicrobium ferrooxidans	Acidimicrobium ferrooxidans	0	0	
Aspergillus penicillioides	Aspergillus penicillioides	0	0	
Burkholderia pyrrocinia	Burkholderia pyrrocinia	0	0	
Claviceps paspali	Claviceps paspali	0	0	
Staphylococcus warneri	Staphylococcus warneri	7	7	
Myxoma virus	Myxoma virus	0	0	
Bagaza virus	Bagaza virus	0	0	
Monascus ruber	Monascus ruber	0	0	
Pan troglodytes polyomavirus 7	Pan troglodytes polyomavirus 7	0	0	
Spongitalea numazuensis	Spongitalea numazuensis	0	0	
Colletotrichum partitivirus 1	Colletotrichum partitivirus 1	0	0	
Nonomuraea rosea	Nonomuraea rosea	0	0	
Citrobacter virus Moogle	Citrobacter virus Moogle	0	0	
Clostridium polyendosporum	Clostridium polyendosporum	0	0	
Enterovibrio pacificus	Enterovibrio pacificus	0	0	
Escherichia phage UFV-AREG1	Escherichia phage UFV-AREG1	0	0	
Hydrocarboniphaga effusa	Hydrocarboniphaga effusa	0	0	
Salinicola tamaricis	Salinicola tamaricis	0	0	
Salmonella phage vB_SenS-Ent3	Salmonella phage vB_SenS-Ent3	0	0	
Vibrio phage 1.101.O._10N.261.45.C6	Vibrio phage 1.101.O._10N.261.45.C6	0	0	
Microcella putealis	Microcella putealis	0	0	
Betatorquevirus	Betatorquevirus	0	0	
Catellatospora citrea	Catellatospora citrea	0	0	
Citrus leaf rugose virus	Citrus leaf rugose virus	0	0	
Dacryopinax spathularia	Dacryopinax spathularia	0	0	
Maize yellow striate virus	Maize yellow striate virus	0	0	
uncultured phage MedDCM-OCT-S04-C491	uncultured phage MedDCM-OCT-S04-C491	0	0	
Nitrospina watsonii	Nitrospina watsonii	0	0	
Phakopsora pachyrhizi	Phakopsora pachyrhizi	0	0	
Sulfitobacter pseudonitzschiae	Sulfitobacter pseudonitzschiae	0	0	
Arctoparmelia centrifuga	Arctoparmelia centrifuga	0	0	
Gordonia rhizosphera	Gordonia rhizosphera	0	0	
Propioniferax innocua	Propioniferax innocua	0	0	
Tai herbevirus	Tai herbevirus	0	0	
Nannizziopsis infrequens	Nannizziopsis infrequens	0	0	
Echinococcus vogeli	Echinococcus vogeli	0	0	
Baboon orthoreovirus	Baboon orthoreovirus	0	0	
Capillaria tenuissima	Capillaria tenuissima	0	0	
Prosthecobacter fluviatilis	Prosthecobacter fluviatilis	0	0	
Tipula oleracea nudivirus	Tipula oleracea nudivirus	0	0	
Tomato spotted wilt orthotospovirus	Tomato spotted wilt orthotospovirus	0	0	
Hubei tombus-like virus 39	Hubei tombus-like virus 39	0	0	
Bacillus fordii	Bacillus fordii	0	0	
Actinoplanes bogorensis	Actinoplanes bogorensis	0	0	
Castellaniella hirudinis	Castellaniella hirudinis	0	0	
Synechococcus phage S-RIM2 R21_2007	Synechococcus phage S-RIM2 R21_2007	0	0	
Mucor luteus	Mucor luteus	0	0	
Bacillus haikouensis	Bacillus haikouensis	0	0	
Haloarcula hispanica virus PH1	Haloarcula hispanica virus PH1	0	0	
Swinepox virus	Swinepox virus	0	0	
Caldinitratiruptor microaerophilus	Caldinitratiruptor microaerophilus	0	0	
Desulfovibrio bizertensis	Desulfovibrio bizertensis	0	0	
Nannizziopsis barbata	Nannizziopsis barbata	0	0	
Tumebacillus lipolyticus	Tumebacillus lipolyticus	0	0	
Macaque picobirnavirus 25	Macaque picobirnavirus 25	0	0	
Bacillus phage vB_BtS_BMBtp13	Bacillus phage vB_BtS_BMBtp13	0	0	
Aeromonas phage phiAS5	Aeromonas phage phiAS5	0	0	
Aravan lyssavirus	Aravan lyssavirus	0	0	
Pusillimonas noertemannii	Pusillimonas noertemannii	0	0	
Sphingomonas rubra	Sphingomonas rubra	0	0	
Massilia virus	Massilia virus	0	0	
Kappamyces laurelensis	Kappamyces laurelensis	0	0	
Peptoniphilus timonensis	Peptoniphilus timonensis	0	0	
Salmonella phage vB_SenM-2	Salmonella phage vB_SenM-2	0	0	
Brevibacterium linens	Brevibacterium linens	0	0	
Actinoplanes auranticolor	Actinoplanes auranticolor	0	0	
Enterobacter phage E-2	Enterobacter phage E-2	0	0	
Japanese soil-borne wheat mosaic virus	Japanese soil-borne wheat mosaic virus	0	0	
Murid gammaherpesvirus 4	Murid gammaherpesvirus 4	0	0	
Mycobacterium phage HanShotFirst	Mycobacterium phage HanShotFirst	0	0	
Nocardioides psychrotolerans	Nocardioides psychrotolerans	0	0	
Pygmaiobacter massiliensis	Pygmaiobacter massiliensis	0	0	
Streptococcus phage IPP62	Streptococcus phage IPP62	0	0	
Thysanoplusia orichalcea nucleopolyhedrovirus	Thysanoplusia orichalcea nucleopolyhedrovirus	0	0	
Absidia glauca	Absidia glauca	0	0	
Eubacterium pyruvativorans	Eubacterium pyruvativorans	0	0	
Debaryomyces fabryi	Debaryomyces fabryi	0	0	
Mycoplasma oxoniensis	Mycoplasma oxoniensis	0	0	
Photobacterium lutimaris	Photobacterium lutimaris	0	0	
Propionibacterium phage PHL308M00	Propionibacterium phage PHL308M00	0	0	
Staphylococcus phage P282	Staphylococcus phage P282	0	0	
Hymenobacter daeguensis	Hymenobacter daeguensis	0	0	
Maritalea myrionectae	Maritalea myrionectae	0	0	
Vibrio phage 2E1	Vibrio phage 2E1	0	0	
Sphingomonas oryziterrae	Sphingomonas oryziterrae	0	0	
Chryseobacterium tructae	Chryseobacterium tructae	0	0	
Actinotignum timonense	Actinotignum timonense	0	0	
Buttiauxella ferragutiae	Buttiauxella ferragutiae	0	0	
Cryspovirus	Cryspovirus	0	0	
Pseudomonas phage ZC03	Pseudomonas phage ZC03	0	0	
Robiginosimarina momoshimaensis	Robiginosimarina momoshimaensis	0	0	
Sulfitobacter phage pCB2047-C	Sulfitobacter phage pCB2047-C	0	0	
Legionella anisa	Legionella anisa	0	0	
Octosporella erythrostigma	Octosporella erythrostigma	0	0	
Brevibacterium album	Brevibacterium album	0	0	
Geoalkalibacter subterraneus	Geoalkalibacter subterraneus	0	0	
Selenomonas noxia	Selenomonas noxia	0	0	
Rhynchosporium commune	Rhynchosporium commune	0	0	
Caenorhabditis drosophilae	Caenorhabditis drosophilae	0	0	
Porcine stool-associated circular virus 3	Porcine stool-associated circular virus 3	0	0	
Botrytis cinerea partitivirus 1	Botrytis cinerea partitivirus 1	0	0	
Pseudomonas phage JBD88b	Pseudomonas phage JBD88b	0	0	
Vibrio phage JSF5	Vibrio phage JSF5	0	0	
Zebra finch circovirus	Zebra finch circovirus	0	0	
Fusobacterium gonidiaformans	Fusobacterium gonidiaformans	1	1	
Neisseria pharyngis	Neisseria pharyngis	1	1	
Enterobacteria phage FI sensu lato	Enterobacteria phage FI sensu lato	0	0	
Raillietina mitchelli	Raillietina mitchelli	0	0	
Borna disease virus 2	Borna disease virus 2	0	0	
Grapevine associated mycovirus-1	Grapevine associated mycovirus-1	0	0	
Moraxella phage Mcat23	Moraxella phage Mcat23	0	0	
Sanxia noda-like virus 1	Sanxia noda-like virus 1	0	0	
Shewanella algae	Shewanella algae	1	1	
Sphingomonas xinjiangensis	Sphingomonas xinjiangensis	0	0	
Staphylococcus phage phiNM	Staphylococcus phage phiNM	0	0	
Streptomyces actinomycinicus	Streptomyces actinomycinicus	0	0	
Enterococcus phage VPE25	Enterococcus phage VPE25	0	0	
Enterococcus plantarum	Enterococcus plantarum	0	0	
Euopsis pulvinata	Euopsis pulvinata	0	0	
Slooffia pilati	Slooffia pilati	0	0	
Apibacter mensalis	Apibacter mensalis	0	0	
Conyzicola nivalis	Conyzicola nivalis	0	0	
Escherichia phage phiC120	Escherichia phage phiC120	0	0	
Sulfolobus turreted icosahedral virus 2	Sulfolobus turreted icosahedral virus 2	0	0	
Clostridium phage phiCD111	Clostridium phage phiCD111	0	0	
Tetragenococcus muriaticus	Tetragenococcus muriaticus	0	0	
Human bocavirus 3	Human bocavirus 3	0	0	
Human papillomavirus 25	Human papillomavirus 25	0	0	
Caulobacter phage Ccr29	Caulobacter phage Ccr29	0	0	
Ruinenia rubra	Ruinenia rubra	0	0	
Trypanosoma cobitis	Trypanosoma cobitis	0	0	
Advenella incenata	Advenella incenata	0	0	
Arthrobacter phage Moloch	Arthrobacter phage Moloch	0	0	
Labrenzia salina	Labrenzia salina	0	0	
Papiliotrema pseudoalba	Papiliotrema pseudoalba	0	0	
Robiginitalea biformata	Robiginitalea biformata	0	0	
Wenzhou picorna-like virus 31	Wenzhou picorna-like virus 31	0	0	
EBPR podovirus 1	EBPR podovirus 1	0	0	
Escherichia virus MS2	Escherichia virus MS2	0	0	
Pear black necrotic leaf spot virus	Pear black necrotic leaf spot virus	0	0	
Gramella aquimixticola	Gramella aquimixticola	0	0	
Leucobacter tardus	Leucobacter tardus	0	0	
Bacillus persicus	Bacillus persicus	0	0	
Bacillus virus Shanette	Bacillus virus Shanette	0	0	
Campylobacter phage CGC-2007	Campylobacter phage CGC-2007	0	0	
Candidatus Paraburkholderia schumannianae	Candidatus Paraburkholderia schumannianae	0	0	
Desulfotalea arctica	Desulfotalea arctica	0	0	
Epsilontorquevirus	Epsilontorquevirus	0	0	
Flavobacterium pedocola	Flavobacterium pedocola	0	0	
Okra yellow vein mosaic virus	Okra yellow vein mosaic virus	0	0	
Achimota virus 1	Achimota virus 1	0	0	
Campylobacter phage C7	Campylobacter phage C7	0	0	
Cellulophaga phage phi3:1	Cellulophaga phage phi3:1	0	0	
Colocasia bobone disease-associated virus	Colocasia bobone disease-associated virus	0	0	
Microcystis flos-aquae	Microcystis flos-aquae	0	0	
Halomonas xiaochaidanensis	Halomonas xiaochaidanensis	0	0	
Mucor fuscus	Mucor fuscus	0	0	
Neptunomonas antarctica	Neptunomonas antarctica	0	0	
Citeromyces siamensis	Citeromyces siamensis	0	0	
Equine adenovirus 1	Equine adenovirus 1	0	0	
Halorhodospira abdelmalekii	Halorhodospira abdelmalekii	0	0	
Hubei narna-like virus 11	Hubei narna-like virus 11	0	0	
Organic Lake virophage	Organic Lake virophage	0	0	
Saccharopolyspora rosea	Saccharopolyspora rosea	0	0	
Thiorhodococcus kakinadensis	Thiorhodococcus kakinadensis	0	0	
Tomato chlorotic mottle virus	Tomato chlorotic mottle virus	0	0	
Edwardsiella phage MSW-3	Edwardsiella phage MSW-3	0	0	
Erysipelothrix phage phi1605	Erysipelothrix phage phi1605	0	0	
Gorilla beringei graueri polyomavirus 2	Gorilla beringei graueri polyomavirus 2	0	0	
Hubei sobemo-like virus 41	Hubei sobemo-like virus 41	0	0	
