reporting_name	query_name	uti	total_mr_pub_count	
Heterocephalacria arrabidensis	Heterocephalacria arrabidensis	0	0	
Macrophomina phaseolina double-stranded RNA virus 2	Macrophomina phaseolina double-stranded RNA virus 2	0	0	
Paenibacillus rigui	Paenibacillus rigui	0	0	
Barns Ness breadcrumb sponge weivirus-like virus 7	Barns Ness breadcrumb sponge weivirus-like virus 7	0	0	
Flammulina velutipes browning virus	Flammulina velutipes browning virus	0	0	
Marinilabilia salmonicolor	Marinilabilia salmonicolor	0	0	
Marinirhabdus gelatinilytica	Marinirhabdus gelatinilytica	0	0	
Mermet virus	Mermet virus	0	0	
Mordavella massiliensis	Mordavella massiliensis	0	0	
Pseudomonas pohangensis	Pseudomonas pohangensis	0	0	
Rhizophagus sp. HR1 mitovirus-like ssRNA	Rhizophagus sp. HR1 mitovirus-like ssRNA	0	0	
Roseobacter litoralis	Roseobacter litoralis	0	0	
Sinibacillus soli	Sinibacillus soli	0	0	
Wohlfahrtiimonas chitiniclastica	Wohlfahrtiimonas chitiniclastica	0	0	
Streptomyces alboflavus	Streptomyces alboflavus	0	0	
Brucella papionis	Brucella papionis	0	0	
Carboxylicivirga taeanensis	Carboxylicivirga taeanensis	0	0	
Peanut clump virus	Peanut clump virus	0	0	
Alicyclobacillus fastidiosus	Alicyclobacillus fastidiosus	0	0	
Caenorhabditis monodelphis	Caenorhabditis monodelphis	0	0	
Algibacter undariae	Algibacter undariae	0	0	
Murid betaherpesvirus 8	Murid betaherpesvirus 8	0	0	
Streptococcus phage 576 PZ-2009	Streptococcus phage 576 PZ-2009	0	0	
dsRNA virus-like 7	dsRNA virus-like 7	0	0	
Agrococcus pavilionensis	Agrococcus pavilionensis	0	0	
Domibacillus mangrovi	Domibacillus mangrovi	0	0	
Alternanthera mosaic virus	Alternanthera mosaic virus	0	0	
Ambrosiozyma llanquihuensis	Ambrosiozyma llanquihuensis	0	0	
Flavobacterium ginsengisoli	Flavobacterium ginsengisoli	0	0	
Hyphomicrobium nitrativorans	Hyphomicrobium nitrativorans	0	0	
Lactococcus phage LP9801	Lactococcus phage LP9801	0	0	
Paenibacillus yonginensis	Paenibacillus yonginensis	0	0	
Sapovirus GX	Sapovirus GX	0	0	
Vibrio phage 1.133.O._10N.222.51.E4	Vibrio phage 1.133.O._10N.222.51.E4	0	0	
Aspergillus brasiliensis	Aspergillus brasiliensis	0	0	
California sea lion sapovirus 1	California sea lion sapovirus 1	0	0	
Hubei picorna-like virus 79	Hubei picorna-like virus 79	0	0	
Mycobacterium cookii	Mycobacterium cookii	0	0	
Paenibacillus urinalis	Paenibacillus urinalis	0	0	
Streptomyces graminofaciens	Streptomyces graminofaciens	0	0	
Zhongshania guokunii	Zhongshania guokunii	0	0	
Clostridium bowmanii	Clostridium bowmanii	0	0	
Domibacillus epiphyticus	Domibacillus epiphyticus	0	0	
Bacillus indicus	Bacillus indicus	0	0	
Janibacter limosus	Janibacter limosus	0	0	
Lyngbya aestuarii	Lyngbya aestuarii	0	0	
Microbacterium ginsengiterrae	Microbacterium ginsengiterrae	0	0	
Cyclobacterium marinum	Cyclobacterium marinum	0	0	
Shigella phage SfMu	Shigella phage SfMu	0	0	
Tomato leaf curl virus-Pune-associated DNA beta	Tomato leaf curl virus-Pune-associated DNA beta	0	0	
uncultured phage MedDCM-OCT-S08-C1115	uncultured phage MedDCM-OCT-S08-C1115	0	0	
Letendraea helminthicola	Letendraea helminthicola	0	0	
Salinicola rhizosphaerae	Salinicola rhizosphaerae	0	0	
Streptomyces mauvecolor	Streptomyces mauvecolor	0	0	
Wheat streak mosaic virus	Wheat streak mosaic virus	0	0	
Vesiculovirus	Vesiculovirus	0	0	
Sanxia tombus-like virus 9	Sanxia tombus-like virus 9	0	0	
WUHARV Parvovirus 1	WUHARV Parvovirus 1	0	0	
Rotavirus D	Rotavirus D	1	1	
Hippeastrum mosaic virus	Hippeastrum mosaic virus	0	0	
Pseudomonas extremaustralis	Pseudomonas extremaustralis	0	0	
Salmonella phage 37	Salmonella phage 37	0	0	
Streptococcus phage IPP41	Streptococcus phage IPP41	0	0	
Xanthomendoza novozelandica	Xanthomendoza novozelandica	0	0	
Arthrobacter castelli	Arthrobacter castelli	0	0	
Bovine viral diarrhea virus 3	Bovine viral diarrhea virus 3	0	0	
Kiloniella litopenaei	Kiloniella litopenaei	0	0	
Escherichia virus K1ind2	Escherichia virus K1ind2	0	0	
Cryptococcus gattii	Cryptococcus gattii	1	1	
Invertebrate iridescent virus 30	Invertebrate iridescent virus 30	0	0	
Propionibacterium virus P101A	Propionibacterium virus P101A	0	0	
Thalassomonas phage BA3	Thalassomonas phage BA3	0	0	
Apricot pseudo-chlorotic leaf spot virus	Apricot pseudo-chlorotic leaf spot virus	0	0	
Clostridium phage phiCD6356	Clostridium phage phiCD6356	0	0	
Erwinia gerundensis	Erwinia gerundensis	0	0	
Mycobacterium virus JC27	Mycobacterium virus JC27	0	0	
Streptomyces erringtonii	Streptomyces erringtonii	0	0	
Amalgavirus	Amalgavirus	0	0	
Chrysodeixis includens nucleopolyhedrovirus	Chrysodeixis includens nucleopolyhedrovirus	0	0	
Selenomonas sputigena	Selenomonas sputigena	0	0	
Sodalis praecaptivus	Sodalis praecaptivus	0	0	
Yersinia enterocolitica	Yersinia enterocolitica	33	33	
Agrococcus citreus	Agrococcus citreus	0	0	
Capronia fungicola	Capronia fungicola	0	0	
Puccinia brachypodii	Puccinia brachypodii	0	0	
Trichomonas vaginalis virus	Trichomonas vaginalis virus	2	2	
Streptococcus phage phi-m46.1	Streptococcus phage phi-m46.1	0	0	
Suakwa aphid-borne yellows virus	Suakwa aphid-borne yellows virus	0	0	
Ludwigia yellow vein virus-associated DNA beta	Ludwigia yellow vein virus-associated DNA beta	0	0	
Roseobacter denitrificans	Roseobacter denitrificans	0	0	
Aspergillus avenaceus	Aspergillus avenaceus	0	0	
Entrophospora nevadensis	Entrophospora nevadensis	0	0	
Flectobacillus speluncae	Flectobacillus speluncae	0	0	
Mycoplasma spermatophilum	Mycoplasma spermatophilum	0	0	
Hymenobacter chitinivorans	Hymenobacter chitinivorans	0	0	
Komagataeibacter oboediens	Komagataeibacter oboediens	0	0	
Pontibacter altruii	Pontibacter altruii	0	0	
Pseudomonas phage O4	Pseudomonas phage O4	0	0	
Readeriella dimorphospora	Readeriella dimorphospora	0	0	
Shewanella gelidimarina	Shewanella gelidimarina	0	0	
Beihai picorna-like virus 36	Beihai picorna-like virus 36	0	0	
Groenewaldozyma salmanticensis	Groenewaldozyma salmanticensis	0	0	
Mrakia psychrophila	Mrakia psychrophila	0	0	
Streptococcus phage P7573	Streptococcus phage P7573	0	0	
Streptomyces xinghaiensis	Streptomyces xinghaiensis	0	0	
Blattodean ambidensovirus 1	Blattodean ambidensovirus 1	0	0	
Gelatoporia subvermispora	Gelatoporia subvermispora	0	0	
Natribacillus halophilus	Natribacillus halophilus	0	0	
Prevotella bryantii	Prevotella bryantii	0	0	
Cordyceps tenuipes	Cordyceps tenuipes	0	0	
Microbacterium rhizomatis	Microbacterium rhizomatis	0	0	
Furia neopyralidarum	Furia neopyralidarum	0	0	
Megasphaera micronuciformis	Megasphaera micronuciformis	0	0	
Novosphingobium aquiterrae	Novosphingobium aquiterrae	0	0	
Withyham virus	Withyham virus	0	0	
Siccationidurans metalli	Siccationidurans metalli	0	0	
Nocardioides intraradicalis	Nocardioides intraradicalis	0	0	
Photobacterium aplysiae	Photobacterium aplysiae	0	0	
Roseivivax marinus	Roseivivax marinus	0	0	
Escherichia phage vB_Eco_ACG-M12	Escherichia phage vB_Eco_ACG-M12	0	0	
Phaeomarasmius proximans	Phaeomarasmius proximans	0	0	
Dog astrovirus	Dog astrovirus	0	0	
Mediterranean phage uvDeep-CGR2-KM19-C184	Mediterranean phage uvDeep-CGR2-KM19-C184	0	0	
Mycocalia denudata	Mycocalia denudata	0	0	
Staphylococcus phage StauST398-4	Staphylococcus phage StauST398-4	0	0	
Tomato leaf curl Bangalore betasatellite	Tomato leaf curl Bangalore betasatellite	0	0	
Culex tritaeniorhynchus rhabdovirus	Culex tritaeniorhynchus rhabdovirus	0	0	
Legeriomyces minae	Legeriomyces minae	0	0	
Sphingobium aromaticiconvertens	Sphingobium aromaticiconvertens	0	0	
Campylobacter phage A112b	Campylobacter phage A112b	0	0	
Luteimonas terrae	Luteimonas terrae	0	0	
Sulfuricurvum kujiense	Sulfuricurvum kujiense	0	0	
Acetobacter oeni	Acetobacter oeni	0	0	
Chlorencoelia torta	Chlorencoelia torta	0	0	
Lyngbya confervoides	Lyngbya confervoides	0	0	
Serpentinicella alkaliphila	Serpentinicella alkaliphila	0	0	
Streptomyces ryensis	Streptomyces ryensis	0	0	
Streptomyces zaomyceticus	Streptomyces zaomyceticus	0	0	
Wenling noda-like virus 2	Wenling noda-like virus 2	0	0	
Hubei picorna-like virus 49	Hubei picorna-like virus 49	0	0	
Herbiconiux flava	Herbiconiux flava	0	0	
Sphingomonas morindae	Sphingomonas morindae	0	0	
Agrobacterium rubi	Agrobacterium rubi	0	0	
Chryseobacterium humi	Chryseobacterium humi	0	0	
Enterobacter phage KPN3	Enterobacter phage KPN3	0	0	
Ochlerotatus caspius flavivirus	Ochlerotatus caspius flavivirus	0	0	
Streptococcus moroccensis	Streptococcus moroccensis	0	0	
Sugiyamaella paludigena	Sugiyamaella paludigena	0	0	
Taphrina insititiae	Taphrina insititiae	0	0	
Agaricus bisporus virus 16	Agaricus bisporus virus 16	0	0	
Candidatus Kryptobacter tengchongensis	Candidatus Kryptobacter tengchongensis	0	0	
Dragonfly cyclicusvirus	Dragonfly cyclicusvirus	0	0	
Ourmia melon virus	Ourmia melon virus	0	0	
Paeniglutamicibacter psychrophenolicus	Paeniglutamicibacter psychrophenolicus	0	0	
Pseudoplusia includens SNPV IE	Pseudoplusia includens SNPV IE	0	0	
Streptococcus phage phiARI0274	Streptococcus phage phiARI0274	0	0	
Heterobasidion partitivirus 14	Heterobasidion partitivirus 14	0	0	
Massaria gigantispora	Massaria gigantispora	0	0	
Parechovirus	Parechovirus	3	3	
WUHARV Sapelovirus 1	WUHARV Sapelovirus 1	0	0	
Clostridium bogorii	Clostridium bogorii	0	0	
Flavobacterium sasangense	Flavobacterium sasangense	0	0	
Lactobacillus equicursoris	Lactobacillus equicursoris	0	0	
Olivier's shrew virus 2	Olivier's shrew virus 2	0	0	
Sinomonas soli	Sinomonas soli	0	0	
Stenotrophomonas phage phiSMA6	Stenotrophomonas phage phiSMA6	0	0	
Brevibacillus formosus	Brevibacillus formosus	0	0	
Humaita-Tubiacanga virus	Humaita-Tubiacanga virus	0	0	
Sugiyamaella chiloensis	Sugiyamaella chiloensis	0	0	
Mycoplasma pirum	Mycoplasma pirum	2	2	
Jenmania goebelii	Jenmania goebelii	0	0	
Streptomyces zhihengii	Streptomyces zhihengii	0	0	
Rachicladosporium mcmurdoi	Rachicladosporium mcmurdoi	0	0	
Tomato leaf curl Anjouan virus	Tomato leaf curl Anjouan virus	0	0	
Vibrio phage helene 12B3	Vibrio phage helene 12B3	0	0	
Changjiang tombus-like virus 9	Changjiang tombus-like virus 9	0	0	
Criblamydia sequanensis	Criblamydia sequanensis	0	0	
Human papillomavirus 155	Human papillomavirus 155	0	0	
Methyloprofundus sedimenti	Methyloprofundus sedimenti	0	0	
Serratia phage CBH8	Serratia phage CBH8	0	0	
Simian agent 10	Simian agent 10	0	0	
Wenling noda-like virus 3	Wenling noda-like virus 3	0	0	
Giesbergeria giesbergeri	Giesbergeria giesbergeri	0	0	
Halanaerobaculum tunisiense	Halanaerobaculum tunisiense	0	0	
Saint Floris virus	Saint Floris virus	0	0	
Vibrio zhuhaiensis	Vibrio zhuhaiensis	0	0	
Tomato yellow leaf distortion deltasatellite 1	Tomato yellow leaf distortion deltasatellite 1	0	0	
Ageratum yellow vein Sri Lanka virus	Ageratum yellow vein Sri Lanka virus	0	0	
Apteryx rowi circovirus-like virus	Apteryx rowi circovirus-like virus	0	0	
Entomoplasma freundtii	Entomoplasma freundtii	0	0	
Escherichia phage Rac-SA53	Escherichia phage Rac-SA53	0	0	
Pelobacter propionicus	Pelobacter propionicus	0	0	
Strawberry mottle virus	Strawberry mottle virus	0	0	
uncultured phage MedDCM-OCT-S04-C1220	uncultured phage MedDCM-OCT-S04-C1220	0	0	
Alternaria alternata virus 1	Alternaria alternata virus 1	0	0	
Celeribacter marinus	Celeribacter marinus	0	0	
Mosqueiro virus	Mosqueiro virus	0	0	
Clostridium roseum	Clostridium roseum	0	0	
Hydropunctaria adriatica	Hydropunctaria adriatica	0	0	
Plasmodium gonderi	Plasmodium gonderi	0	0	
Tacaribe mammarenavirus	Tacaribe mammarenavirus	0	0	
Vibrio phage P2	Vibrio phage P2	0	0	
Staphylococcus lentus	Staphylococcus lentus	1	1	
Agromyces mediolanus	Agromyces mediolanus	0	0	
Escherichia phage GER2	Escherichia phage GER2	0	0	
Lelystad virus	Lelystad virus	0	0	
Staphylococcus phage P4W	Staphylococcus phage P4W	0	0	
Cordyceps grylli	Cordyceps grylli	0	0	
Phyllosticta kobus	Phyllosticta kobus	0	0	
Cladonia subcervicornis	Cladonia subcervicornis	0	0	
Gymnoascus reesii	Gymnoascus reesii	0	0	
Collinsella phocaeensis	Collinsella phocaeensis	0	0	
Oceanobacillus iheyensis	Oceanobacillus iheyensis	0	0	
Pseudofulvimonas gallinarii	Pseudofulvimonas gallinarii	0	0	
Rat cytomegalovirus	Rat cytomegalovirus	0	0	
Streptococcus phage phiARI0995	Streptococcus phage phiARI0995	0	0	
Acidithrix ferrooxidans	Acidithrix ferrooxidans	0	0	
Kordia ulvae	Kordia ulvae	0	0	
Janibacter hoylei	Janibacter hoylei	0	0	
Pseudomonas phage phi12	Pseudomonas phage phi12	0	0	
Sarcocystis frondea	Sarcocystis frondea	0	0	
Streptomyces lividans	Streptomyces lividans	0	0	
Staphylococcus phage B166	Staphylococcus phage B166	0	0	
Avian paramyxovirus UPO216	Avian paramyxovirus UPO216	0	0	
Daphne mottle virus	Daphne mottle virus	0	0	
Lihuaxuella thermophila	Lihuaxuella thermophila	0	0	
Mesoplasma corruscae	Mesoplasma corruscae	0	0	
Microbacterium saccharophilum	Microbacterium saccharophilum	0	0	
Pocjvirus	Pocjvirus	0	0	
Thermogutta terrifontis	Thermogutta terrifontis	0	0	
Alterococcus agarolyticus	Alterococcus agarolyticus	0	0	
Cricetibacter osteomyelitidis	Cricetibacter osteomyelitidis	0	0	
Ambrosiella hartigii	Ambrosiella hartigii	0	0	
Moraxella phage Mcat28	Moraxella phage Mcat28	0	0	
Paenibacillus kyungheensis	Paenibacillus kyungheensis	0	0	
Serratia phage CHI14	Serratia phage CHI14	0	0	
Sphingomonas naphthae	Sphingomonas naphthae	0	0	
Synechococcus phage S-CBP1	Synechococcus phage S-CBP1	0	0	
Synechococcus phage S-CAM22	Synechococcus phage S-CAM22	0	0	
Tumebacillus permanentifrigoris	Tumebacillus permanentifrigoris	0	0	
Barns Ness breadcrumb sponge noda-like virus 1	Barns Ness breadcrumb sponge noda-like virus 1	0	0	
Mobiluncus curtisii	Mobiluncus curtisii	2	2	
Moraxella phage Mcat22	Moraxella phage Mcat22	0	0	
Paenibacillus phage Paisley	Paenibacillus phage Paisley	0	0	
Sporobacterium olearium	Sporobacterium olearium	0	0	
Arenavirus	Arenavirus	0	0	
Cordyceps javanica	Cordyceps javanica	0	0	
Onygena equina	Onygena equina	0	0	
Pallidocercospora heimii	Pallidocercospora heimii	0	0	
Pustyn virus	Pustyn virus	0	0	
Wallemia sebi	Wallemia sebi	0	0	
Natranaerovirga pectinivora	Natranaerovirga pectinivora	0	0	
Noviherbaspirillum psychrotolerans	Noviherbaspirillum psychrotolerans	0	0	
Pontibacter ramchanderi	Pontibacter ramchanderi	0	0	
Naegleria gruberi	Naegleria gruberi	1	1	
Barns Ness breadcrumb sponge narna-like virus 3	Barns Ness breadcrumb sponge narna-like virus 3	0	0	
Salmonella phage STP07	Salmonella phage STP07	0	0	
Beverwykella pulmonaria	Beverwykella pulmonaria	0	0	
Escherichia virus 24B	Escherichia virus 24B	0	0	
FinV707 virus	FinV707 virus	0	0	
Hubei tombus-like virus 10	Hubei tombus-like virus 10	0	0	
Georgenia thermotolerans	Georgenia thermotolerans	0	0	
Lysinibacillus contaminans	Lysinibacillus contaminans	0	0	
Pseudocamarosporium africanum	Pseudocamarosporium africanum	0	0	
Cercopithecine alphaherpesvirus 9	Cercopithecine alphaherpesvirus 9	0	0	
Coniochaeta fodinicola	Coniochaeta fodinicola	0	0	
Corynebacterium confusum	Corynebacterium confusum	0	0	
Dipodascus geniculatus	Dipodascus geniculatus	0	0	
Glycomyces tenuis	Glycomyces tenuis	0	0	
Halovirus HHTV-2	Halovirus HHTV-2	0	0	
Mycobacterium phage Butterscotch	Mycobacterium phage Butterscotch	0	0	
Hydrogenivirga okinawensis	Hydrogenivirga okinawensis	0	0	
Salmonella virus SPN3US	Salmonella virus SPN3US	0	0	
Sclerotinia sclerotiorum partitivirus 1	Sclerotinia sclerotiorum partitivirus 1	0	0	
Swine pasivirus	Swine pasivirus	0	0	
Vibrio phage 1.070.O._10N.261.45.B2	Vibrio phage 1.070.O._10N.261.45.B2	0	0	
Desulfallas thermosapovorans	Desulfallas thermosapovorans	0	0	
Bat nodavirus	Bat nodavirus	0	0	
Bifidobacterium animalis	Bifidobacterium animalis	0	0	
Escherichia coli O157 typing phage 3	Escherichia coli O157 typing phage 3	0	0	
Staphylococcus phage pSa-3	Staphylococcus phage pSa-3	0	0	
Longicatena caecimuris	Longicatena caecimuris	0	0	
Sphingomonas colocasiae	Sphingomonas colocasiae	0	0	
Achromatium minus	Achromatium minus	0	0	
Aeromonas phage 32	Aeromonas phage 32	0	0	
Serendipita vermifera	Serendipita vermifera	0	0	
Arthrobacter phage Sonny	Arthrobacter phage Sonny	0	0	
Bat bug circovirus	Bat bug circovirus	0	0	
Chimeric Tick-borne encephalitis virus/Dengue virus 4	Chimeric Tick-borne encephalitis virus/Dengue virus 4	0	0	
Enterobacteria phage NC19	Enterobacteria phage NC19	0	0	
Lysinimicrobium luteum	Lysinimicrobium luteum	0	0	
Streptococcus phage 1036 PZ-2009	Streptococcus phage 1036 PZ-2009	0	0	
Streptococcus phage IPP68	Streptococcus phage IPP68	0	0	
Streptomyces violaceusniger	Streptomyces violaceusniger	0	0	
Streptomyces olivaceiscleroticus	Streptomyces olivaceiscleroticus	0	0	
Nielozyma formosana	Nielozyma formosana	0	0	
Acinetobacter apis	Acinetobacter apis	0	0	
Bacillus piscicola	Bacillus piscicola	0	0	
Candida lignicola	Candida lignicola	0	0	
Streptomyces fenghuangensis	Streptomyces fenghuangensis	0	0	
Streptomyces gilvosporeus	Streptomyces gilvosporeus	0	0	
Trypanosoma granulosum	Trypanosoma granulosum	0	0	
Bacterioplanes sanyensis	Bacterioplanes sanyensis	0	0	
Cryptophlebia leucotreta granulovirus	Cryptophlebia leucotreta granulovirus	0	0	
Sphingomonas taxi	Sphingomonas taxi	0	0	
Tubulicrinis globisporus	Tubulicrinis globisporus	0	0	
Candida floricola (Starmerella floricola)	(Candida floricola) OR (Starmerella floricola)	0	0	
Vavraia culicis	Vavraia culicis	0	0	
Halophage eHP-33	Halophage eHP-33	0	0	
Janibacter cremeus	Janibacter cremeus	0	0	
Puniceibacterium sediminis	Puniceibacterium sediminis	0	0	
Streptomyces phage Immanuel3	Streptomyces phage Immanuel3	0	0	
Bovine astrovirus B34/HK	Bovine astrovirus B34/HK	0	0	
Chelatococcus daeguensis	Chelatococcus daeguensis	0	0	
Neolecta vitellina	Neolecta vitellina	0	0	
Gammaretrovirus	Gammaretrovirus	1	1	
Cesiribacter roseus	Cesiribacter roseus	0	0	
Letrouitia parabola	Letrouitia parabola	0	0	
Litorivivens lipolytica	Litorivivens lipolytica	0	0	
Peptoniphilus lacrimalis	Peptoniphilus lacrimalis	0	0	
Streptococcus phage IPP66	Streptococcus phage IPP66	0	0	
Thermosediminibacter oceani	Thermosediminibacter oceani	0	0	
Virgibacillus jeotgali	Virgibacillus jeotgali	0	0	
Candidatus Phytoplasma phoenicium	Candidatus Phytoplasma phoenicium	0	0	
Luteimonas aestuarii	Luteimonas aestuarii	0	0	
Tremella pertusariae	Tremella pertusariae	0	0	
Tenacibaculum japonica	Tenacibaculum japonica	0	0	
Sacculospora baltica	Sacculospora baltica	0	0	
Flavobacterium fryxellicola	Flavobacterium fryxellicola	0	0	
Tobacco vein clearing virus	Tobacco vein clearing virus	0	0	
Legionella shakespearei	Legionella shakespearei	0	0	
Frischella perrara	Frischella perrara	0	0	
Human coronavirus OC43	Human coronavirus OC43	0	0	
Microbacterium aurum	Microbacterium aurum	0	0	
Paramecium bursaria Chlorella virus IL-5-2s1	Paramecium bursaria Chlorella virus IL-5-2s1	0	0	
Phialophora attae	Phialophora attae	0	0	
Streptococcus phage IPP60	Streptococcus phage IPP60	0	0	
Vibrio virus VP5	Vibrio virus VP5	0	0	
Macaca fascicularis papillomavirus 2	Macaca fascicularis papillomavirus 2	0	0	
Rhizobium mongolense	Rhizobium mongolense	0	0	
Streptomyces virus Sujidade	Streptomyces virus Sujidade	0	0	
Trichoderma atroviride	Trichoderma atroviride	0	0	
Trigonopsis vinaria	Trigonopsis vinaria	0	0	
Wolbachia endosymbiont of Laodelphax striatella	Wolbachia endosymbiont of Laodelphax striatella	0	0	
Alvernaviridae	Alvernaviridae	0	0	
Human associated cyclovirus 4	Human associated cyclovirus 4	0	0	
Vibrio phage Cla	Vibrio phage Cla	0	0	
Pectobacterium aroidearum	Pectobacterium aroidearum	0	0	
Bacteroides thetaiotaomicron	Bacteroides thetaiotaomicron	2	2	
Aquamicrobium phage P14	Aquamicrobium phage P14	0	0	
Mattirolomyces mexicanus	Mattirolomyces mexicanus	0	0	
Vibrio plantisponsor	Vibrio plantisponsor	0	0	
Campylobacter phage A11a	Campylobacter phage A11a	0	0	
Coxsackievirus A18	Coxsackievirus A18	0	0	
Nocardia artemisiae	Nocardia artemisiae	0	0	
Pachyella clypeata	Pachyella clypeata	0	0	
Monascus purpureus	Monascus purpureus	0	0	
Neocallimastix frontalis	Neocallimastix frontalis	0	0	
Paraburkholderia peleae	Paraburkholderia peleae	0	0	
Pelocola oligotropha	Pelocola oligotropha	0	0	
Piliocolobus badius polyomavirus 1	Piliocolobus badius polyomavirus 1	0	0	
Rathayibacter festucae	Rathayibacter festucae	0	0	
Streptomyces laurentii	Streptomyces laurentii	0	0	
Hyphomonas taiwanensis	Hyphomonas taiwanensis	0	0	
Sulfuriferula plumbiphila	Sulfuriferula plumbiphila	0	0	
Actinokineospora acnipugnans	Actinokineospora acnipugnans	0	0	
Citromicrobium bathyomarinum	Citromicrobium bathyomarinum	0	0	
Cohnella arctica	Cohnella arctica	0	0	
Hubei sobemo-like virus 49	Hubei sobemo-like virus 49	0	0	
Gymnascella hyalinospora	Gymnascella hyalinospora	0	0	
Entorrhiza casparyana	Entorrhiza casparyana	0	0	
Nematocida parisii	Nematocida parisii	0	0	
Racocetra tropicana	Racocetra tropicana	0	0	
Rhizoctonia solani mitovirus 11	Rhizoctonia solani mitovirus 11	0	0	
