name	taxid
Sporomusa malonica	112901
Sporomusa ovata	2378
Sporomusa paucivorans	2376
Sporomusa silvacetica	55504
Sporomusa sphaeroides	1337886
Sporomusa termitida	2377
Sporosalibacterium faouarense	516123
Sporosalibacterium tautonense	1859103
Sporosarcina aquimarina	114975
Sporosarcina contaminans	633403
Sporosarcina ginsengisoli	363855
Sporosarcina globispora	1459
Sporosarcina koreensis	334735
Sporosarcina luteola	582850
Sporosarcina newyorkensis	759851
Sporosarcina pasteurii	1474
Sporosarcina psychrophila	1476
Sporosarcina saromensis	359365
Sporosarcina siberiensis	1365606
Sporosarcina soli	334736
Sporosarcina terrae	1803212
Sporosarcina thermotolerans	633404
Sporosarcina ureae	1571
Sporotalea colonica	507001
Sporotomaculum hydroxybenzoicum	68035
Sporotomaculum syntrophicum	182264
Stackebrandtia albiflava	406432
Stackebrandtia cavernae	1766802
Stackebrandtia endophytica	1496996
Stackebrandtia nassauensis	283811
Stakelama pacifica	517720
Stakelama sediminis	463200
Staphylococcus agnetis	985762
Staphylococcus argenteus	985002
Staphylococcus arlettae	29378
Staphylococcus aureus	1280
Staphylococcus auricularis	29379
Staphylococcus capitis	29388
Staphylococcus capitis	74703
Staphylococcus caprae	29380
Staphylococcus carnosus	1281
Staphylococcus chromogenes	46126
Staphylococcus cohnii	29382
Staphylococcus condimenti	70255
Staphylococcus delphini	53344
Staphylococcus devriesei	586733
Staphylococcus edaphicus	1955013
Staphylococcus epidermidis	1282
Staphylococcus equorum	246432
Staphylococcus felis	46127
Staphylococcus fleurettii	150056
Staphylococcus gallinarum	1293
Staphylococcus haemolyticus	1283
Staphylococcus hominis	1290
Staphylococcus hyicus	1284
Staphylococcus intermedius	1141106
Staphylococcus kloosii	29384
Staphylococcus lentus	42858
Staphylococcus lugdunensis	28035
Staphylococcus lutrae	155085
Staphylococcus massiliensis	555791
Staphylococcus microti	569857
Staphylococcus muscae	1294
Staphylococcus nepalensis	214473
Staphylococcus pasteuri	45972
Staphylococcus petrasii	1276937
Staphylococcus petrasii	1276936
Staphylococcus pettenkoferi	170573
Staphylococcus piscifermentans	70258
Staphylococcus pseudintermedius	283734
Staphylococcus pseudolugdunensis	425474
Staphylococcus rostri	522262
Staphylococcus saccharolyticus	33028
Staphylococcus saprophyticus	29385
Staphylococcus schleiferi	1295
Staphylococcus sciuri	1296
Staphylococcus simiae	911238
Staphylococcus simiae	308354
Staphylococcus simulans	1286
Staphylococcus stepanovicii	643214
Staphylococcus succinus	61015
Staphylococcus vitulinus	71237
Staphylococcus warneri	1292
Staphylococcus xylosus	1288
Stappia carboxidovorans	235372
Stappia conradae	413193
Stappia indica	538381
Stappia meyerae	413195
Stappia stellulata	71235
Stappia taiwanensis	992267
Starkeya koreensis	266121
Starkeya novella	921
Starria zimbabweensis	241430
Stella humosa	94
Stella vacuolata	217070
Stenotrophobacter namibiensis	1603871
Stenotrophobacter roseus	1603869
Stenotrophobacter terrae	1458337
Stenotrophomonas acidaminiphila	128780
Stenotrophomonas bentonitica	1450134
Stenotrophomonas chelatiphaga	517011
Stenotrophomonas daejeonensis	659018
Stenotrophomonas ginsengisoli	336566
Stenotrophomonas humi	405444
Stenotrophomonas koreensis	266128
Stenotrophomonas maltophilia	40324
Stenotrophomonas nitritireducens	83617
Stenotrophomonas panacihumi	676599
Stenotrophomonas pavanii	487698
Stenotrophomonas pictorum	86184
Stenotrophomonas pictorum	1236960
Stenotrophomonas rhizophila	216778
Stenotrophomonas terrae	405446
Stenotrophomonas tumulicola	1685415
Stenoxybacter acetivorans	422441
Steroidobacter agariperforans	268404
Steroidobacter denitrificans	465721
Steroidobacter flavus	1842136
Sterolibacterium denitrificans	157592
Stomatobaculum longum	796942
Streptacidiphilus albus	105425
Streptacidiphilus alcalitolerans	436230
Streptacidiphilus anmyonensis	405782
Streptacidiphilus carbonis	105422
Streptacidiphilus durhamensis	1242862
Streptacidiphilus griseisporus	1517695
Streptacidiphilus griseus	263741
Streptacidiphilus hamsterleyensis	1286695
Streptacidiphilus jeojiense	436229
Streptacidiphilus jiangxiensis	235985
Streptacidiphilus luteoalbus	263743
Streptacidiphilus melanogenes	411235
Streptacidiphilus neutrinimicus	105420
Streptacidiphilus oryzae	348818
Streptacidiphilus rugosus	981369
Streptacidiphilus specus	419478
Streptacidiphilus thailandensis	263742
Streptacidiphilus torunensis	1813013
Streptoalloteichus hindustanus	2017
Streptoalloteichus tenebrarius	1933
Streptobacillus felis	1384509
Streptobacillus hongkongensis	1162717
Streptobacillus moniliformis	34105
Streptobacillus notomytis	1712031
Streptobacillus ratti	1720557
Streptococcus acidominimus	1326
Streptococcus agalactiae	1311
Streptococcus alactolyticus	29389
Streptococcus anginosus	1328
Streptococcus anginosus	1000570
Streptococcus anginosus	33040
Streptococcus australis	113107
Streptococcus azizii	1579424
Streptococcus caballi	439220
Streptococcus cameli	1469428
Streptococcus canis	1329
Streptococcus caprae	1640501
Streptococcus castoreus	254786
Streptococcus caviae	1930533
Streptococcus constellatus	76860
Streptococcus constellatus	184250
Streptococcus criceti	1333
Streptococcus cristatus	45634
Streptococcus cuniculi	1432788
Streptococcus danieliae	747656
Streptococcus dentapri	573564
Streptococcus dentasini	1080072
Streptococcus dentiloxodontae	1352223
Streptococcus dentirousetti	384613
Streptococcus devriesei	231233
Streptococcus didelphis	102886
Streptococcus downei	1317
Streptococcus downei	764290
Streptococcus dysgalactiae	119602
Streptococcus dysgalactiae	1334
Streptococcus entericus	155680
Streptococcus equi	1051981
Streptococcus equi	40041
Streptococcus equi	1336
Streptococcus equinus	1335
Streptococcus ferus	1345
Streptococcus fryi	661498
Streptococcus gallinaceus	165758
Streptococcus gallolyticus	315405
Streptococcus gallolyticus	53354
Streptococcus gordonii	1302
Streptococcus halichoeri	254785
Streptococcus halotolerans	1814128
Streptococcus henryi	439219
Streptococcus himalayensis	1888195
Streptococcus hongkongensis	910939
Streptococcus hyointestinalis	1337
Streptococcus hyovaginalis	149015
Streptococcus ictaluri	764299
Streptococcus infantarius	102684
Streptococcus infantis	68892
Streptococcus infantis	889204
Streptococcus iniae	1346
Streptococcus intermedius	1338
Streptococcus lactarius	684066
Streptococcus loxodontisalivarius	1349415
Streptococcus lutetiensis	150055
Streptococcus macacae	1339
Streptococcus macedonicus	59310
Streptococcus marimammalium	269666
Streptococcus marmotae	1825069
Streptococcus massiliensis	313439
Streptococcus merionis	400065
Streptococcus minor	229549
Streptococcus mitis	28037
Streptococcus moroccensis	1451356
Streptococcus mutans	1309
Streptococcus oralis	1303
Streptococcus oralis	1282664
Streptococcus oralis	1458253
Streptococcus oricebi	1547447
Streptococcus oriloxodontae	1346684
Streptococcus orisasini	1080071
Streptococcus orisratti	114652
Streptococcus orisuis	282078
Streptococcus ovis	82806
Streptococcus panodentis	1581472
Streptococcus pantholopis	1811193
Streptococcus parasanguinis	1318
Streptococcus parauberis	1348
Streptococcus pasteuri	142596
Streptococcus pasteurianus	197614
Streptococcus peroris	888746
Streptococcus pharyngis	1562651
Streptococcus phocae	119224
Streptococcus pluranimalium	82348
Streptococcus plurextorum	456876
Streptococcus pneumoniae	1313
Streptococcus porci	502567
Streptococcus porcinus	1340
Streptococcus porcorum	701526
Streptococcus pseudopneumoniae	257758
Streptococcus pseudopneumoniae	889205
Streptococcus pseudoporcinus	361101
Streptococcus pseudoporcinus	875093
Streptococcus pyogenes	1314
Streptococcus ratti	1341
Streptococcus rifensis	1451357
Streptococcus rubneri	1234680
Streptococcus rupicaprae	759619
Streptococcus salivarius	1304
Streptococcus saliviloxodontae	1349416
Streptococcus sanguinis	1305
Streptococcus sinensis	176090
Streptococcus sobrinus	1310
Streptococcus suis	1307
Streptococcus tangierensis	1469425
Streptococcus thermophilus	1308
Streptococcus thoraltensis	55085
Streptococcus timonensis	1852387
Streptococcus troglodytae	1111760
Streptococcus troglodytidis	1071886
Streptococcus uberis	1349
Streptococcus urinalis	149016
Streptococcus ursoris	648567
Streptococcus varani	1608583
Streptococcus vestibularis	1343
Streptohalobacillus salinus	621096
Streptomonospora alba	183763
Streptomonospora algeriensis	995084
Streptomonospora amylolytica	505254
Streptomonospora flavalba	505256
Streptomonospora halophila	427369
Streptomonospora halotolerans	1544738
Streptomonospora nanhaiensis	1323731
Streptomonospora salina	104205
Streptomonospora sediminis	1323732
Streptomonospora tuzyakensis	1384037
Streptomyces abietis	1227734
Streptomyces abikoensis	97398
Streptomyces abyssalis	933944
Streptomyces achromogenes	285531
Streptomyces achromogenes	67255
Streptomyces acidiscabies	42234
Streptomyces acrimycini	1884
Streptomyces actinomycinicus	1695166
Streptomyces aculeolatus	270689
Streptomyces adephospholyticus	285493
Streptomyces adustus	1609272
Streptomyces aegyptia	945056
Streptomyces afghaniensis	66865
Streptomyces africanus	231024
Streptomyces agglomeratus	285458
Streptomyces ahygroscopicus	387846
Streptomyces aidingensis	910347
Streptomyces akiyoshiensis	40842
Streptomyces alanosinicus	68171
Streptomyces albaduncus	68172
Streptomyces albiaxialis	329523
Streptomyces albidochromogenes	329524
Streptomyces albidoflavus	1886
Streptomyces albiflavescens	1623582
Streptomyces albiflaviniger	114683
Streptomyces albireticuli	1940
Streptomyces albofaciens	1306175
Streptomyces alboflavus	67267
Streptomyces albogriseolus	1887
Streptomyces albogriseus	196385
Streptomyces alboniger	132473
Streptomyces albospinus	285515
Streptomyces albosporeus	285555
Streptomyces alboverticillatus	173770
Streptomyces albovinaceus	66867
Streptomyces alboviridis	67269
Streptomyces albulus	68570
Streptomyces albus	1888
Streptomyces aldersoniae	476550
Streptomyces alfalfae	1642299
Streptomyces alkaliphilus	1472722
Streptomyces alkalithermotolerans	1464124
Streptomyces alni	380248
Streptomyces althioticus	83380
Streptomyces amakusaensis	67271
Streptomyces ambofaciens	1889
Streptomyces amritsarensis	681158
Streptomyces anandii	1306180
Streptomyces andamanensis	1565035
Streptomyces angustmyceticus	285578
Streptomyces ansochromogenes	115647
Streptomyces anthocyanicus	68174
Streptomyces antibioticus	1890
Streptomyces antimycoticus	68175
Streptomyces antioxidans	1507734
Streptomyces anulatus	1892
Streptomyces aomiensis	676205
Streptomyces araujoniae	544311
Streptomyces arcticus	1705607
Streptomyces ardus	67273
Streptomyces arenae	29301
Streptomyces argenteolus	67274
Streptomyces argillaceus	41951
Streptomyces aridus	1864853
Streptomyces armeniacus	83291
Streptomyces armentosus	285553
Streptomyces artemisiae	481002
Streptomyces ascomycinicus	476551
Streptomyces asenjonii	1905151
Streptomyces asiaticus	114695
Streptomyces asterosporus	285570
Streptomyces atacamensis	531966
Streptomyces atlanticus	1663240
Streptomyces atratus	1893
Streptomyces atriruber	545121
Streptomyces atrocyaneus	285460
Streptomyces atrolaccus	285461
Streptomyces atroolivaceus	66869
Streptomyces atrovirens	285556
Streptomyces aurantiacogriseus	285462
Streptomyces aurantiacus	47760
Streptomyces aurantiogriseus	66870
Streptomyces auratus	114687
Streptomyces aureocirculatus	67275
Streptomyces aureorectus	285571
Streptomyces aureoversilis	67277
Streptomyces aureoverticillatus	66871
Streptomyces aureus	193461
Streptomyces autolyticus	75293
Streptomyces avellaneus	68178
Streptomyces avermitilis	33903
Streptomyces avicenniae	500153
Streptomyces avidinii	1895
Streptomyces axinellae	552788
Streptomyces azureus	146537
Streptomyces baarnensis	66872
Streptomyces bacillaris	68179
Streptomyces badius	1941
Streptomyces baliensis	542764
Streptomyces bambusae	1550616
Streptomyces bangladeshensis	295352
Streptomyces barkulensis	1257026
Streptomyces beijiangensis	163361
Streptomyces bellus	66873
Streptomyces bicolor	66874
Streptomyces bikiniensis	1896
Streptomyces bingchenggensis	379067
Streptomyces blastmyceticus	68180
Streptomyces bluensis	33897
Streptomyces bobili	67280
Streptomyces bohaiensis	1431344
Streptomyces bottropensis	42235
Streptomyces brasiliensis	1954
Streptomyces brevispora	887462
Streptomyces brunneogriseus	285498
Streptomyces bryophytorum	1436133
Streptomyces bullii	349910
Streptomyces bungoensis	285568
Streptomyces burgazadensis	1452742
Streptomyces caatingaensis	1678637
Streptomyces cacaoi	1898
Streptomyces cacaoi	249586
Streptomyces caelestis	36816
Streptomyces caeruleatus	661399
Streptomyces caesius	68181
Streptomyces caespitosus	53502
Streptomyces caldifontis	1682723
Streptomyces calidiresistens	1485586
Streptomyces calvus	67282
Streptomyces cameroonensis	1287524
Streptomyces camponoticapitis	1616125
Streptomyces canadensis	1768092
Streptomyces canalis	2041421
Streptomyces canarius	285453
Streptomyces candidus	67283
Streptomyces canescens	53445
Streptomyces cangkringensis	114696
Streptomyces caniferus	285557
Streptomyces canus	58343
Streptomyces capillispiralis	68182
Streptomyces capoamus	68183
Streptomyces capparidis	1840415
Streptomyces carnosus	67284
Streptomyces carpaticus	285558
Streptomyces carpinensis	66369
Streptomyces castaneoglobisporus	79261
Streptomyces castaneus	285463
Streptomyces castelarensis	260811
Streptomyces catbensis	1167604
Streptomyces catenulae	66875
Streptomyces cattleya	29303
Streptomyces caviscabies	90079
Streptomyces cavourensis	67258
Streptomyces cebimarensis	230087
Streptomyces cellostaticus	67285
Streptomyces celluloflavus	58344
Streptomyces cellulosae	1968
Streptomyces cerasinus	1807875
Streptomyces champavatii	68184
Streptomyces chartreusis	1969
Streptomyces chattanoogensis	66876
Streptomyces cheonanensis	312720
Streptomyces chiangmaiensis	766497
Streptomyces chilikensis	1194079
Streptomyces chitinivorans	1257027
Streptomyces chlorus	887452
Streptomyces chrestomyceticus	68185
Streptomyces chromofuscus	42881
Streptomyces chromogenus	285452
Streptomyces chryseus	68186
Streptomyces chumphonensis	1214925
Streptomyces chungwhensis	248131
Streptomyces cinereoruber	67260
Streptomyces cinereospinus	285561
Streptomyces cinereus	1955
Streptomyces cinerochromogenes	66422
Streptomyces cinnabarinus	67287
Streptomyces cinnamocastaneus	285543
Streptomyces cinnamonensis	1900
Streptomyces cinnamoneus	53446
Streptomyces cirratus	68187
Streptomyces clavifer	68188
Streptomyces clavuligerus	443255
Streptomyces clavuligerus	1901
Streptomyces coacervatus	647381
Streptomyces cocklensis	887465
Streptomyces coelescens	68189
Streptomyces coelicoflavus	285562
Streptomyces coelicolor	1902
Streptomyces coeruleoaurantiacus	285547
Streptomyces coeruleofuscus	66879
Streptomyces coeruleoprunus	285563
Streptomyces coeruleorubidus	116188
Streptomyces coerulescens	29304
Streptomyces collinus	42684
Streptomyces colombiensis	68190
Streptomyces coralus	66880
Streptomyces corchorusii	1903
Streptomyces costaricanus	329525
Streptomyces cremeus	66881
Streptomyces crystallinus	68191
Streptomyces curacoi	146536
Streptomyces cuspidosporus	66882
Streptomyces cyaneofuscatus	66883
Streptomyces cyaneogriseus	68192
Streptomyces cyaneus	1904
Streptomyces cyanogenus	80860
Streptomyces cyslabdanicus	1470456
Streptomyces daghestanicus	66885
Streptomyces daliensis	299421
Streptomyces danangensis	248040
Streptomyces daqingensis	1472640
Streptomyces deccanensis	424188
Streptomyces decoyicus	249567
Streptomyces demainii	588122
Streptomyces deserti	531967
Streptomyces diastaticus	1956
Streptomyces diastatochromogenes	42236
Streptomyces djakartensis	68193
Streptomyces drozdowiczii	202862
Streptomyces durhamensis	68194
Streptomyces durmitorensis	319947
Streptomyces echinatus	67293
Streptomyces echinoruber	68898
Streptomyces ederensis	83383
Streptomyces ehimensis	68195
Streptomyces endophyticus	714166
Streptomyces enissocaesilis	332589
Streptomyces erringtonii	333728
Streptomyces erumpens	68196
Streptomyces erythrochromogenes	285574
Streptomyces erythrogriseus	284027
Streptomyces espinosus	1965
Streptomyces eurocidicus	66423
Streptomyces europaeiscabiei	146819
Streptomyces eurythermus	42237
Streptomyces exfoliatus	1905
Streptomyces fabae	1550620
Streptomyces fasiculatus	66886
Streptomyces felleus	53447
Streptomyces fenghuangensis	713595
Streptomyces ferralitis	236510
Streptomyces ferrugineus	1413221
Streptomyces filamentosus	67294
Streptomyces fildesensis	375757
Streptomyces filipinensis	66887
Streptomyces fimbriatus	68197
Streptomyces fimicarius	67295
Streptomyces finlayi	67296
Streptomyces flaveolus	67297
Streptomyces flaveus	66370
Streptomyces flavidovirens	67298
Streptomyces flavochromogenes	68199
Streptomyces flavofungini	68200
Streptomyces flavofuscus	332582
Streptomyces flavogriseus	67299
Streptomyces flavolimosus	453818
Streptomyces flavomacrosporus	285464
Streptomyces flavotricini	66888
Streptomyces flavovariabilis	284031
Streptomyces flavovirens	52258
Streptomyces flavoviridis	66889
Streptomyces formicae	1616117
Streptomyces fractus	641806
Streptomyces fradiae	1906
Streptomyces fragilis	67301
Streptomyces fukangensis	1348284
Streptomyces fulvissimus	68202
Streptomyces fulvorobeus	284028
Streptomyces fulvoviolaceus	285535
Streptomyces fumanus	67302
Streptomyces fumigatiscleroticus	66371
Streptomyces fungicidicus	68203
Streptomyces fuscichromogenes	1324013
Streptomyces galbus	33898
Streptomyces galilaeus	33899
Streptomyces gamaensis	1763542
Streptomyces gancidicus	68204
Streptomyces gandocaensis	1649596
Streptomyces gardneri	66892
Streptomyces gelaticus	285446
Streptomyces geldanamycininus	285548
Streptomyces geysiriensis	68207
Streptomyces gilvifuscus	1550617
Streptomyces gilvigriseus	1428644
Streptomyces gilvosporeus	553510
Streptomyces ginsengisoli	363866
Streptomyces glaucescens	1907
Streptomyces glauciniger	235986
Streptomyces glaucosporus	284044
Streptomyces glaucus	284029
Streptomyces glebosus	249580
Streptomyces globifer	285476
Streptomyces globisporus	371721
Streptomyces globisporus	1908
Streptomyces globosus	68209
Streptomyces glomeratus	284452
Streptomyces glomeroaurantiacus	68210
Streptomyces glycovorans	933940
Streptomyces gobitricini	68211
Streptomyces goraiensis	100753
Streptomyces goshikiensis	1942
Streptomyces gougerotii	53448
Streptomyces graminearus	284030
Streptomyces gramineus	910542
Streptomyces graminifolii	1266771
Streptomyces graminilatus	1464070
Streptomyces graminisoli	1367504
Streptomyces graminofaciens	68212
Streptomyces griseiniger	114688
Streptomyces griseinus	66893
Streptomyces griseoaurantiacus	68213
Streptomyces griseobrunneus	66894
Streptomyces griseocarneus	51201
Streptomyces griseochromogenes	68214
Streptomyces griseodotifer	293372
Streptomyces griseoflavus	35619
Streptomyces griseofuscus	146922
Streptomyces griseoincarnatus	29305
Streptomyces griseoloalbus	67303
Streptomyces griseolus	1909
Streptomyces griseoluteus	29306
Streptomyces griseomycini	66895
Streptomyces griseoplanus	66896
Streptomyces griseorubens	66897
Streptomyces griseoruber	1943
Streptomyces griseorubiginosus	67304
Streptomyces griseosporeus	1910
Streptomyces griseostramineus	66898
Streptomyces griseoverticillatus	68215
Streptomyces griseoviridis	45398
Streptomyces griseus	1911
Streptomyces guanduensis	310781
Streptomyces gulbargensis	364901
Streptomyces hachijoensis	66899
Streptomyces hainanensis	402648
Streptomyces haliclonae	582855
Streptomyces halophytocola	1181887
Streptomyces halotolerans	246615
Streptomyces halstedii	1944
Streptomyces harbinensis	1176198
Streptomyces hawaiiensis	67305
Streptomyces hebeiensis	229486
Streptomyces heilongjiangensis	945052
Streptomyces heliomycini	284032
Streptomyces helvaticus	68216
Streptomyces herbaceus	887449
Streptomyces heteromorphus	132471
Streptomyces himastatinicus	457427
Streptomyces himgiriensis	244282
Streptomyces hiroshimensis	66424
Streptomyces hirsutus	35620
Streptomyces hokutonensis	1306990
Streptomyces hoynatensis	1141874
Streptomyces huangiae	476554
Streptomyces humi	1428620
Streptomyces humidus	52259
Streptomyces humiferus	66372
Streptomyces hundungensis	1077946
Streptomyces hyaluromycini	1377993
Streptomyces hyderabadensis	598549
Streptomyces hydrogenans	1873719
Streptomyces hygroscopicus	1912
Streptomyces hygroscopicus	68042
Streptomyces hypolithicus	479410
Streptomyces iakyrus	68219
Streptomyces iconiensis	1384038
Streptomyces inaequalis	285457
Streptomyces incanus	887453
Streptomyces indiaensis	284033
Streptomyces indicus	417292
Streptomyces indigoferus	67307
Streptomyces indoligenes	1764539
Streptomyces indonesiensis	114700
Streptomyces intermedius	53449
Streptomyces inusitatus	68221
Streptomyces ipomoeae	103232
Streptomyces iranensis	576784
Streptomyces janthinus	67308
Streptomyces javensis	114698
Streptomyces jeddahensis	1716141
Streptomyces jietaisiensis	235987
Streptomyces jiujiangensis	1434256
Streptomyces jumonjinensis	1945
Streptomyces kaempferi	333725
Streptomyces kagawaensis	285491
Streptomyces kagoshimanus	285495
Streptomyces kalpinensis	1236311
Streptomyces kanamyceticus	1967
Streptomyces kanasensis	936756
Streptomyces kaniharaensis	212423
Streptomyces karpasiensis	1187859
Streptomyces kashimirensis	68222
Streptomyces kasugaensis	1946
Streptomyces kasugaspinus	285517
Streptomyces kathirae	151424
Streptomyces katrae	68223
Streptomyces katsurahamenas	329527
Streptomyces kebangsaanensis	864058
Streptomyces kishiwadensis	67310
Streptomyces kitasatoensis	97405
Streptomyces klenkii	1420899
Streptomyces koyangensis	188770
Streptomyces krainskii	67311
Streptomyces kronopolitis	1612435
Streptomyces krungchingensis	1565034
Streptomyces kunmingensis	68225
Streptomyces kurssanovii	67312
Streptomyces labedae	285569
Streptomyces lacrimifluminis	1500077
Streptomyces lactacystinicus	1470455
Streptomyces lacticiproducens	652943
Streptomyces laculatispora	887464
Streptomyces laeteviolaceus	285554
Streptomyces lanatus	66900
Streptomyces lannensis	766498
Streptomyces lasiicapitis	1923961
Streptomyces lateritius	67313
Streptomyces laurentii	39478
Streptomyces lavendofoliae	67314
Streptomyces lavendulae	1914
Streptomyces lavenduligriseus	67315
Streptomyces lavendulocolor	67316
Streptomyces lazureus	68227
Streptomyces leeuwenhoekii	1437453
Streptomyces levis	285566
Streptomyces libani	68043
Streptomyces libani	249582
Streptomyces lienomycini	284035
Streptomyces lilacinofulvus	285468
Streptomyces lilacinus	68228
Streptomyces limosus	1947
Streptomyces lincolnensis	1915
Streptomyces litmocidini	67318
Streptomyces litoralis	1236314
Streptomyces lividans	1916
Streptomyces lividoclavatus	285522
Streptomyces lividus	282216
Streptomyces lomondensis	68229
Streptomyces lonarensis	700599
Streptomyces longisporoflavus	28044
Streptomyces longispororuber	68230
Streptomyces longisporus	1948
Streptomyces longissimus	200596
Streptomyces longwoodensis	68231
Streptomyces lopnurensis	1495572
Streptomyces lucensis	67319
Streptomyces lunaelactis	1535768
Streptomyces lunalinharesii	333384
Streptomyces luridiscabiei	164114
Streptomyces luridus	67320
Streptomyces lushanensis	1434255
Streptomyces lusitanus	68232
Streptomyces luteireticuli	173858
Streptomyces luteogriseus	68233
Streptomyces luteosporeus	173856
Streptomyces luteoverticillatus	66425
Streptomyces luteus	1915400
Streptomyces lydicus	47763
Streptomyces macrosporeus	68236
Streptomyces macrosporus	44032
Streptomyces malachitofuscus	67322
Streptomyces malachitospinus	371722
Streptomyces malaysiense	1428626
Streptomyces malaysiensis	92644
Streptomyces mangrovi	1206892
Streptomyces mangrovicola	1578834
Streptomyces mangrovisoli	1428628
Streptomyces manipurensis	1077945
Streptomyces maoxianensis	1459942
Streptomyces marinus	582854
Streptomyces maritimus	115828
Streptomyces marokkonensis	324855
Streptomyces mashuensis	33904
Streptomyces massasporeus	67324
Streptomyces matensis	67325
Streptomyces mauvecolor	58345
Streptomyces mayteni	481003
Streptomyces mediolani	68237
Streptomyces megasporus	44060
Streptomyces melanogenes	67326
Streptomyces melanosporofaciens	67327
Streptomyces mexicanus	178566
Streptomyces michiganensis	67328
Streptomyces microflavus	1919
Streptomyces microsporus	285469
Streptomyces miharaensis	285483
Streptomyces milbemycinicus	476552
Streptomyces minoensis	67329
Streptomyces minutiscleroticus	68238
Streptomyces mirabilis	68239
Streptomyces misawanensis	285518
Streptomyces misionensis	67331
Streptomyces mobaraensis	35621
Streptomyces moderatus	68240
Streptomyces monomycini	371720
Streptomyces mordarskii	1226758
Streptomyces morookaense	1970
Streptomyces mucoflavus	285528
Streptomyces muensis	1077944
Streptomyces multispiralis	285478
Streptomyces murinus	33900
Streptomyces mutabilis	67332
Streptomyces mutomycini	284036
Streptomyces mycarofaciens	1949
Streptomyces myxogenes	285484
Streptomyces naganishii	285447
Streptomyces nanhaiensis	679319
Streptomyces nanningensis	225048
Streptomyces nanshensis	518642
Streptomyces naraensis	68241
Streptomyces narbonensis	67333
Streptomyces nashvillensis	67334
Streptomyces natalensis	68242
Streptomyces neopeptinius	486956
Streptomyces netropsis	55404
Streptomyces neyagawaensis	42238
Streptomyces niger	66373
Streptomyces nigrescens	1920
Streptomyces nigrogriseolus	285470
Streptomyces nitrosporeus	28894
Streptomyces niveiscabiei	164115
Streptomyces niveoruber	68243
Streptomyces niveus	193462
Streptomyces noboritoensis	67337
Streptomyces nodosus	40318
Streptomyces nogalater	38314
Streptomyces nojiriensis	66374
Streptomyces noordhoekensis	281713
Streptomyces noursei	1971
Streptomyces novaecaesareae	68244
Streptomyces oceani	1075402
Streptomyces ochraceiscleroticus	47761
Streptomyces odorifer	53450
Streptomyces ogaensis	285496
Streptomyces olindensis	358823
Streptomyces olivaceiscleroticus	68245
Streptomyces olivaceoviridis	1921
Streptomyces olivaceus	47716
Streptomyces olivicoloratus	1550618
Streptomyces olivochromogenes	1963
Streptomyces olivogriseus	285485
Streptomyces olivoreticuli	68246
Streptomyces olivoverticillatus	66427
Streptomyces olivoviridis	67338
Streptomyces omiyaensis	68247
Streptomyces orinoci	67339
Streptomyces ornatus	33901
Streptomyces oryzae	1434886
Streptomyces osmaniensis	593134
Streptomyces ossamyceticus	249581
Streptomyces ostreogriseus	68248
Streptomyces ovatisporus	1128682
Streptomyces owasiensis	285504
Streptomyces pactum	68249
Streptomyces padanus	183408
Streptomyces pallidus	68250
Streptomyces palmae	1701085
Streptomyces panacagri	363862
Streptomyces panaciradicis	1470261
Streptomyces panaciterrae	363864
Streptomyces panayensis	132470
Streptomyces paradoxus	66375
Streptomyces paraguayensis	68251
Streptomyces parvisporogenes	68252
Streptomyces parvulus	146923
Streptomyces parvus	66428
Streptomyces pathocidini	1650571
Streptomyces paucisporeus	310782
Streptomyces peruviensis	68253
Streptomyces peucetius	1950
Streptomyces phaeochromogenes	1923
Streptomyces phaeofaciens	68254
Streptomyces phaeogriseichromatogenes	114684
Streptomyces phaeoluteichromatogenes	114685
Streptomyces phaeoluteigriseus	114686
Streptomyces pharetrae	291370
Streptomyces pharmamarensis	889792
Streptomyces phyllanthi	1803180
Streptomyces phytohabitans	1150371
Streptomyces pilosus	28893
Streptomyces piloviolofuscus	285534
Streptomyces pini	1520580
Streptomyces piomogenus	285508
Streptomyces platensis	58346
Streptomyces plemorphus	225050
Streptomyces plicatus	1922
Streptomyces plumbeus	285475
Streptomyces plumbiresistens	511811
Streptomyces pluricolorescens	37480
Streptomyces pluripotens	1355015
Streptomyces polyantibioticus	340148
Streptomyces polychromogenes	67342
Streptomyces polygonati	1617087
Streptomyces polymachus	1550619
Streptomyces polyrhachis	1282885
Streptomyces poonensis	68255
Streptomyces praecox	67343
Streptomyces prasinopilosus	67344
Streptomyces prasinosporus	68256
Streptomyces prasinus	67345
Streptomyces pratens	887456
Streptomyces pratensis	1169025
Streptomyces pristinaespiralis	38300
Streptomyces propurpuratus	285512
Streptomyces prunicolor	67348
Streptomyces pseudoechinosporeus	285444
Streptomyces pseudogriseolus	36817
Streptomyces pseudovenezuelae	67350
Streptomyces pulcher	68257
Streptomyces pulveraceus	68258
Streptomyces puniceus	67351
Streptomyces puniciscabiei	164348
Streptomyces purpurascens	1924
Streptomyces purpureus	1951
Streptomyces purpurogeneiscleroticus	68259
Streptomyces qinglanensis	943816
Streptomyces qinlingensis	360709
Streptomyces racemochromogenes	67353
Streptomyces radiopugnans	403935
Streptomyces rajshahiensis	881807
Streptomyces rameus	68261
Streptomyces ramulosus	47762
Streptomyces rapamycinicus	1226757
Streptomyces recifensis	67355
Streptomyces rectiverticillatus	173860
Streptomyces rectiviolaceus	332591
Streptomyces regalis	68262
Streptomyces regensis	68263
